Time (sec),A/F Learning 1 (%),Boost (PSI),Calculated Load (g/rev),Dyn. Adv. Mult (DAM),Dynamic Adv. (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),Throttle Pos. (%),Vehicle Speed (mph),Wastegate Duty (%)
260.332,-2.34,-0.09,1.34,1.000,5.05,0.00,0.00,100.0,3,26.50,91,71.54,2.82,3305,0.01,25.5,47,43.92
260.431,0.00,-0.27,1.32,1.000,4.98,0.00,0.00,100.0,3,27.00,91,71.54,2.82,3304,-0.53,25.1,48,43.14
260.520,0.00,-0.49,1.29,1.000,4.92,0.00,0.00,100.0,3,28.50,91,67.32,2.78,3266,-0.92,24.3,48,42.75
260.627,0.00,-0.86,1.25,1.000,4.92,0.00,0.00,100.0,3,30.00,91,67.16,2.76,3329,-0.74,23.9,48,42.75
260.726,0.00,-1.28,1.22,1.000,4.92,0.00,0.00,100.0,3,31.50,91,65.21,2.74,3365,-0.83,23.9,48,42.35
260.836,0.00,-1.53,1.19,1.000,4.92,0.00,0.00,100.0,3,32.50,91,65.02,2.74,3369,-0.64,23.9,48,42.35
260.920,0.00,-1.76,1.17,1.000,4.92,0.00,0.00,100.0,3,34.00,91,62.30,2.72,3340,-0.97,23.1,48,41.57
261.014,0.00,-2.13,1.13,1.000,4.92,0.00,0.00,100.0,3,35.50,91,61.42,2.70,3398,-0.71,23.1,49,41.57
261.121,0.00,-2.31,1.10,1.000,4.80,0.00,0.00,100.0,3,36.50,91,61.22,2.70,3419,-0.87,23.5,49,41.57
261.209,0.00,-2.38,1.09,1.000,4.70,0.00,0.00,100.0,3,37.50,91,52.50,2.56,3399,-2.99,19.2,49,41.18
261.308,0.00,-3.98,0.96,1.000,3.94,0.00,0.00,66.7,3,42.00,91,41.74,2.38,3419,-3.06,17.3,49,41.18
261.415,-0.78,-5.52,0.80,1.000,2.76,0.00,0.00,66.7,3,44.00,91,37.47,2.30,3423,-2.42,16.1,50,41.18
261.504,-0.78,-6.62,0.69,1.000,1.88,0.00,0.00,66.7,3,45.00,91,32.07,2.20,3417,-2.11,14.9,50,41.18
261.602,-0.78,-7.51,0.60,1.000,0.78,0.00,0.00,66.7,3,45.00,91,27.35,2.10,3444,-1.37,14.1,50,41.18
261.708,-1.56,-8.27,0.51,1.000,0.00,0.00,0.00,66.7,3,45.00,91,24.43,2.06,3421,-1.00,14.1,50,41.18
261.808,-1.56,-8.68,0.46,1.000,0.00,0.00,0.00,66.7,3,45.00,91,24.59,2.08,3438,-0.67,14.1,50,41.18
261.896,-2.34,-8.86,0.44,1.000,0.00,0.00,0.00,66.7,3,45.00,91,24.15,2.04,3435,-0.56,14.1,49,41.18
261.994,-2.34,-8.97,0.43,1.000,0.00,0.00,0.00,66.7,3,45.00,91,22.79,2.02,3409,-0.47,13.7,49,41.18
262.099,-2.34,-9.06,0.41,1.000,0.00,0.00,0.00,66.7,3,45.00,91,22.68,2.02,3425,-0.44,13.7,49,41.18
262.188,-2.34,-9.14,0.40,1.000,0.00,0.00,0.00,33.3,3,45.00,91,21.78,2.00,3406,-0.31,13.7,49,41.18
262.285,-3.12,-9.24,0.39,1.000,0.00,0.00,0.00,33.3,3,45.00,91,21.33,1.98,3418,-0.35,13.3,49,41.18
262.393,-3.12,-9.33,0.38,1.000,0.00,0.00,0.00,33.3,3,45.00,91,20.42,1.96,3402,-0.29,13.3,49,41.18
262.498,-3.12,-9.41,0.37,1.000,0.00,0.00,0.00,33.3,3,45.00,91,19.13,1.92,3418,-0.41,12.5,49,41.18
262.578,-3.12,-9.63,0.35,1.000,0.00,0.00,0.00,33.3,3,45.00,91,16.43,1.84,3350,-0.43,11.4,49,41.18
262.682,-3.91,-10.04,0.31,1.000,0.00,0.00,0.00,33.3,3,45.00,91,15.22,1.82,3440,-0.17,11.4,49,41.18
262.789,-3.91,-10.26,0.28,1.000,0.00,0.00,0.00,33.3,3,45.00,91,14.90,1.80,3342,0.09,11.4,49,41.18
262.878,-3.91,-10.35,0.27,1.000,0.00,0.00,0.00,33.3,3,45.00,91,15.92,1.84,3366,0.36,12.2,48,41.18
262.981,-3.91,-10.17,0.28,1.000,0.00,0.00,0.00,33.3,3,45.00,91,18.01,1.90,3332,0.20,12.9,48,41.18
263.080,-3.91,-9.90,0.31,1.000,0.00,0.00,0.00,33.3,3,45.00,93,18.82,1.92,3368,0.15,13.3,48,41.18
263.163,-4.69,-9.72,0.33,1.000,0.00,0.00,0.00,33.3,3,45.00,93,20.13,1.94,3390,0.01,13.7,48,41.18
263.270,-4.69,-9.56,0.34,1.000,0.00,0.00,0.00,33.3,3,45.00,93,20.38,1.96,3360,0.12,13.7,48,41.18
263.378,-4.69,-9.43,0.36,1.000,0.00,0.00,0.00,33.3,3,45.00,93,21.52,1.98,3357,-0.02,14.1,48,41.18
263.477,-4.69,-9.26,0.38,1.000,0.00,0.00,0.00,33.3,3,45.00,93,23.26,2.02,3340,0.59,15.3,48,41.57
263.558,-4.69,-8.97,0.41,1.000,0.00,0.00,0.00,66.7,3,45.00,93,26.95,2.10,3352,0.26,15.7,48,41.57
263.664,-4.69,-8.62,0.46,1.000,0.00,0.00,0.00,66.7,3,45.00,93,26.59,2.08,3328,-0.27,15.3,48,41.57
263.772,-5.47,-8.57,0.47,1.000,0.00,0.00,0.00,66.7,3,45.00,93,26.59,2.08,3271,-0.02,15.7,48,41.57
263.861,-5.47,-8.56,0.47,1.000,0.00,0.00,0.00,66.7,3,45.00,93,27.52,2.12,3327,0.24,16.5,48,41.57
263.960,-7.03,-8.33,0.13,1.000,0.00,0.00,0.00,66.7,3,45.00,93,32.20,2.22,3300,1.15,19.2,48,41.57
264.064,-7.03,-7.56,0.58,1.000,0.67,0.00,0.00,66.7,3,45.00,93,38.98,2.38,3328,2.77,22.0,48,41.57
264.163,-7.03,-6.29,0.68,1.000,1.97,0.00,0.00,66.7,3,44.50,93,44.59,2.46,3305,2.40,22.4,48,41.57
264.252,-7.03,-5.56,0.76,1.000,2.63,0.00,0.00,66.7,3,43.50,93,45.61,2.48,3312,2.02,22.7,47,41.57
264.359,-7.03,-5.07,0.81,1.000,2.96,0.00,0.00,66.7,3,42.50,93,47.40,2.50,3296,2.04,23.1,48,41.57
264.453,-7.03,-4.76,0.84,1.000,3.18,0.00,0.00,66.7,3,42.50,95,46.18,2.48,3284,0.92,22.4,47,41.57
264.538,-7.03,-4.83,0.84,1.000,3.16,0.00,0.00,66.7,3,42.50,95,46.20,2.48,3300,1.29,22.4,47,41.57
264.645,-7.03,-4.78,0.84,1.000,3.20,0.00,0.00,66.7,3,42.00,95,48.00,2.50,3286,1.49,22.7,47,41.57
264.752,-7.03,-4.54,0.86,1.000,3.35,0.00,0.00,66.7,3,42.00,95,47.39,2.50,3308,0.96,22.4,47,41.57
264.831,-7.03,-4.53,0.87,1.000,3.37,0.00,0.00,66.7,3,42.00,95,47.84,2.50,3304,0.98,22.4,47,41.57
264.939,-7.03,-4.42,0.87,1.000,3.44,0.00,0.00,66.7,3,42.00,95,49.64,2.54,3296,0.95,23.1,47,41.57
265.045,-7.03,-4.14,0.90,1.000,3.61,0.00,0.00,66.7,3,41.50,95,49.78,2.54,3322,0.55,22.4,48,41.57
265.144,-7.03,-4.16,0.90,1.000,3.62,0.00,0.00,66.7,3,41.50,95,48.58,2.52,3291,-0.12,21.2,47,41.57
265.227,-7.03,-4.40,0.88,1.000,3.47,0.00,0.00,66.7,3,42.00,95,46.92,2.50,3312,0.08,20.8,47,41.57
265.336,-7.03,-4.70,0.86,1.000,3.27,0.00,0.00,66.7,3,42.50,95,44.38,2.46,3323,-1.19,19.6,48,41.57
265.435,-7.03,-5.16,0.81,1.000,2.92,0.00,0.00,66.7,3,43.00,95,40.52,2.38,3372,-1.13,18.8,48,41.57
265.524,-7.03,-5.80,0.75,1.000,2.52,0.00,0.00,66.7,3,44.00,95,39.75,2.36,3268,-0.97,18.4,48,41.57
265.620,-7.03,-6.19,0.72,1.000,2.25,0.00,0.00,66.7,3,44.50,95,36.90,2.30,3299,-1.26,17.3,48,41.57
265.729,-7.03,-6.66,0.68,1.000,1.82,0.00,0.00,66.7,3,45.00,97,32.80,2.22,3313,-1.37,16.1,48,41.57
265.828,-7.03,-7.22,0.62,1.000,1.09,0.00,0.00,66.7,3,45.00,97,30.68,2.18,3299,-0.97,16.1,48,41.57
265.920,-7.03,-7.56,0.58,1.000,0.66,0.00,0.00,66.7,3,45.00,97,30.92,2.18,3307,-0.68,16.5,48,41.57
266.016,-7.03,-7.63,0.57,1.000,0.61,0.00,0.00,66.7,3,45.00,97,32.06,2.22,3270,-0.17,16.9,48,41.96
266.123,-7.03,-7.55,0.58,1.000,0.73,0.00,0.00,66.7,3,45.00,97,35.58,2.28,3375,0.24,18.0,48,41.96
266.212,-7.03,-7.09,0.62,1.000,1.19,0.00,0.00,66.7,3,45.00,97,35.23,2.28,3318,-0.36,17.6,48,41.96
266.309,-7.03,-7.11,0.63,1.000,1.25,0.00,0.00,66.7,3,45.00,97,34.20,2.26,3373,-0.33,17.3,48,41.96
266.417,-7.03,-7.17,0.62,1.000,1.18,0.00,0.00,66.7,3,45.00,97,33.87,2.24,3325,-0.67,17.3,48,41.96
266.506,-7.03,-7.22,0.61,1.000,1.07,0.00,0.00,66.7,3,45.00,97,32.03,2.20,3306,-0.75,16.5,47,41.96
266.605,-7.03,-7.45,0.59,1.000,0.84,0.00,0.00,66.7,3,45.00,97,32.40,2.22,3300,0.02,17.3,47,41.96
266.703,-7.03,-7.43,0.59,1.000,0.86,0.00,0.00,66.7,3,45.00,97,33.07,2.24,3302,-0.07,16.9,47,41.96
266.813,-7.03,-7.39,0.60,1.000,0.92,0.00,0.00,66.7,3,45.00,97,32.40,2.20,3305,0.01,16.9,48,41.96
266.892,-7.03,-7.51,0.59,1.000,0.79,0.00,0.00,66.7,3,45.00,97,30.54,2.18,3311,0.00,16.5,48,41.96
267.001,-7.03,-7.74,0.57,1.000,0.51,0.00,0.00,66.7,3,45.00,97,30.10,2.16,3295,0.26,16.5,47,41.96
267.100,-7.03,-7.86,0.55,1.000,0.40,0.00,0.00,66.7,3,45.00,97,30.34,2.16,3268,0.18,16.1,47,41.96
267.187,-7.03,-7.86,0.55,1.000,0.38,0.00,0.00,66.7,3,45.00,97,30.34,2.16,3295,0.02,16.5,47,41.96
267.294,-7.03,-7.89,0.55,1.000,0.34,0.00,0.00,66.7,3,45.00,97,28.80,2.14,3289,-0.10,15.7,47,41.96
267.393,-7.03,-8.06,0.53,1.000,0.15,0.00,0.00,66.7,3,45.00,99,28.33,2.12,3328,-0.17,15.3,47,41.96
267.497,-7.03,-8.19,0.52,1.000,0.00,0.00,0.00,66.7,3,45.00,99,27.05,2.10,3211,-0.03,15.3,47,41.96
267.583,-7.03,-8.36,0.50,1.000,0.00,0.00,0.00,66.7,3,45.00,99,26.59,2.10,3272,0.43,15.7,47,41.96
267.691,-7.03,-8.35,0.50,1.000,0.00,0.00,0.00,66.7,3,45.00,99,28.34,2.14,3308,0.31,15.7,47,41.96
267.787,-7.03,-8.21,0.51,1.000,0.00,0.00,0.00,66.7,3,45.00,99,28.69,2.14,3258,0.47,16.1,47,41.96
267.874,-7.03,-8.14,0.52,1.000,0.05,0.00,0.00,66.7,3,45.00,99,29.87,2.16,3250,0.67,16.9,47,41.96
267.983,-7.03,-7.89,0.55,1.000,0.32,0.00,0.00,66.7,3,45.00,99,32.41,2.24,3224,1.29,18.8,47,41.96
268.082,-7.03,-7.35,0.59,1.000,0.92,0.00,0.00,66.7,3,45.00,99,35.81,2.30,3227,1.09,18.8,47,41.96
268.171,-7.03,-6.88,0.64,1.000,1.44,0.00,0.00,66.7,3,45.00,99,37.16,2.32,3246,1.40,19.6,47,41.96
268.270,-7.03,-6.49,0.68,1.000,1.90,0.00,0.00,66.7,3,44.50,99,40.59,2.38,3228,1.59,20.8,47,41.96
268.377,-7.03,-5.89,0.73,1.000,2.33,0.00,0.00,66.7,3,44.00,99,40.98,2.40,3224,1.24,20.4,47,41.96
268.479,-7.03,-5.69,0.75,1.000,2.48,0.00,0.00,66.7,3,44.00,99,41.11,2.40,3252,1.34,20.8,47,41.96
268.568,-7.03,-5.60,0.76,1.000,2.56,0.00,0.00,66.7,3,43.50,99,41.80,2.40,3252,1.26,20.8,47,41.96
268.665,-7.03,-5.54,0.77,1.000,2.64,0.00,0.00,66.7,3,43.50,99,41.79,2.42,3240,0.89,20.4,47,41.96
268.774,-7.03,-5.52,0.78,1.000,2.69,0.00,0.00,66.7,3,43.50,99,41.38,2.40,3262,0.64,20.0,47,41.96
268.862,-7.03,-5.60,0.77,1.000,2.60,0.00,0.00,66.7,3,43.50,99,41.11,2.40,3204,0.79,20.0,47,41.96
268.956,-7.03,-5.68,0.76,1.000,2.58,0.00,0.00,66.7,3,43.50,99,42.21,2.42,3324,1.05,20.8,47,41.96
269.062,-7.03,-5.54,0.77,1.000,2.71,0.00,0.00,66.7,3,43.50,99,45.31,2.48,3294,2.12,22.0,47,41.96
269.145,-7.03,-5.03,0.82,1.000,3.03,0.00,0.00,66.7,3,42.50,97,50.59,2.56,3309,4.16,24.7,47,44.71
269.251,-7.03,-3.98,0.90,1.000,3.62,0.00,0.00,66.7,3,41.00,97,54.14,2.60,3290,3.53,25.1,47,44.71
269.359,-7.03,-3.35,0.95,1.000,4.01,0.00,0.00,100.0,3,40.00,97,54.59,2.60,3311,1.59,23.9,47,43.53
269.459,-6.25,-3.31,0.96,1.000,4.04,0.00,0.00,66.7,3,40.00,97,50.62,2.54,3290,1.24,22.7,47,43.14
269.537,-6.25,-3.64,0.94,1.000,3.90,0.00,0.00,66.7,3,41.00,97,50.78,2.56,3307,1.23,22.7,48,42.75
269.643,-5.47,-3.79,0.93,1.000,3.83,0.00,0.00,66.7,3,41.00,97,51.80,2.56,3266,1.62,23.1,48,42.75
269.753,-5.47,-3.67,0.94,1.000,3.91,0.00,0.00,66.7,3,40.50,97,52.88,2.58,3390,1.34,23.1,48,42.75
269.831,-5.47,-3.58,0.95,1.000,3.97,0.00,0.00,66.7,3,40.50,97,52.88,2.58,3355,1.01,22.7,48,42.75
269.939,-5.47,-3.55,0.95,1.000,3.95,0.00,0.00,66.7,3,40.50,97,52.41,2.58,3333,0.87,22.4,48,42.35
270.046,-4.69,-3.70,0.94,1.000,3.90,0.00,0.00,66.7,3,41.00,97,52.26,2.58,3362,0.91,22.4,48,42.35
270.146,-4.69,-3.75,0.93,1.000,3.86,0.00,0.00,66.7,3,41.50,97,48.41,2.50,3346,-0.28,20.8,48,41.96
270.234,-4.69,-4.27,0.89,1.000,3.50,0.00,0.00,66.7,3,42.00,97,46.31,2.48,3383,-0.40,20.0,48,41.57
270.343,-4.69,-4.80,0.84,1.000,3.12,0.00,0.00,66.7,3,43.00,97,44.08,2.44,3362,-0.39,19.6,48,41.57
270.441,-4.69,-5.16,0.80,1.000,2.87,0.00,0.00,66.7,3,43.50,95,42.73,2.42,3384,-0.37,19.6,48,41.57
270.518,-4.69,-5.52,0.78,1.000,2.70,0.00,0.00,66.7,3,43.50,95,42.77,2.42,3365,-0.05,19.6,48,41.57
270.626,-5.47,-5.58,0.77,1.000,2.60,0.00,0.00,66.7,3,44.00,95,41.80,2.40,3384,-0.18,19.2,48,41.57
270.725,-5.47,-5.82,0.75,1.000,2.46,0.00,0.00,66.7,3,44.00,95,41.12,2.40,3445,-0.02,19.2,49,41.57
270.809,-5.47,-5.98,0.73,1.000,2.35,0.00,0.00,66.7,3,44.50,95,40.72,2.38,3348,-0.09,18.8,49,41.57
270.916,-7.03,-6.16,0.72,1.000,2.25,0.00,0.00,66.7,3,44.50,95,39.90,2.36,3443,-0.24,18.4,49,41.57
271.025,-7.03,-6.33,0.70,1.000,2.14,0.00,0.00,66.7,3,45.00,95,39.22,2.36,3330,0.23,18.8,48,41.57
271.121,-7.03,-6.37,0.69,1.000,2.05,0.00,0.00,66.7,3,45.00,95,39.08,2.36,3436,-0.09,18.8,48,41.57
271.206,-7.03,-6.37,0.69,1.000,2.00,0.00,0.00,66.7,3,45.00,95,39.36,2.36,3414,1.31,20.0,49,41.57
271.311,-7.03,-6.13,0.71,1.000,2.25,0.00,0.00,66.7,3,44.50,95,45.79,2.48,3422,1.37,21.2,49,41.57
271.420,-7.03,-5.47,0.76,1.000,2.59,0.00,0.00,66.7,3,44.00,95,42.48,2.42,3446,0.57,20.0,49,41.57
271.509,-7.03,-5.72,0.76,1.000,2.53,0.00,0.00,66.7,3,44.00,95,42.07,2.42,3332,0.40,20.0,48,41.57
271.606,-7.03,-5.75,0.75,1.000,2.49,0.00,0.00,66.7,3,44.00,95,41.53,2.40,3450,0.43,19.6,49,41.57
271.713,-7.03,-5.84,0.74,1.000,2.43,0.00,0.00,66.7,3,44.50,95,41.26,2.40,3418,0.21,19.6,49,41.57
271.802,-7.03,-6.02,0.73,1.000,2.34,0.00,0.00,66.7,3,44.50,95,40.72,2.38,3396,0.36,19.6,49,41.57
271.895,-7.03,-6.04,0.72,1.000,2.29,0.00,0.00,66.7,3,44.50,93,40.99,2.38,3415,0.43,19.6,49,41.57
271.998,-7.03,-6.07,0.72,1.000,2.28,0.00,0.00,66.7,3,44.50,93,40.45,2.38,3454,0.15,19.2,49,41.57
272.108,-7.03,-6.12,0.72,1.000,2.22,0.00,0.00,66.7,3,44.50,93,39.76,2.36,3414,0.22,18.8,49,41.57
272.184,-7.03,-6.34,0.70,1.000,2.10,0.00,0.00,66.7,3,45.00,93,38.95,2.36,3348,0.19,18.4,49,41.57
272.288,-7.03,-6.55,0.68,1.000,1.79,0.00,0.00,66.7,3,45.00,93,33.60,2.24,3440,-0.74,16.5,49,41.57
272.394,-7.03,-7.21,0.62,1.000,1.14,0.00,0.00,66.7,3,45.00,93,30.64,2.18,3336,-0.84,15.7,49,41.57
272.482,-7.03,-7.75,0.57,1.000,0.49,0.00,0.00,66.7,3,42.00,93,27.23,2.10,3360,-0.98,14.1,48,0.00
272.579,-7.03,-8.35,1.99,1.000,0.00,0.00,0.00,33.3,3,38.00,93,21.35,1.98,3352,-1.00,12.5,48,0.00
272.687,-7.03,-8.98,0.41,1.000,0.00,0.00,0.00,33.3,3,34.00,93,16.49,1.84,3335,-0.89,10.6,48,0.00
272.797,-7.03,-9.75,0.33,1.000,0.00,0.00,0.00,33.3,3,30.00,93,11.51,1.66,3320,-0.79,9.0,48,0.00
272.877,-7.03,-10.51,0.24,1.000,0.00,0.00,0.00,33.3,3,26.50,93,9.94,1.62,3283,-0.05,9.0,48,0.00
272.984,-7.03,-10.96,0.21,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.41,1.62,3272,0.16,8.6,47,0.00
273.082,-6.25,-11.12,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.41,1.60,3250,0.32,8.6,47,0.00
273.169,-6.25,-11.18,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.46,1.60,3224,0.32,8.6,47,0.00
273.275,-5.47,-11.17,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.12,1.60,3253,0.32,8.6,46,0.00
273.372,-4.69,-11.18,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.31,1.60,3159,0.32,8.6,46,0.00
273.455,-4.69,-11.17,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.31,1.60,3155,0.27,8.6,45,0.00
273.559,-3.91,-11.11,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.31,1.60,3134,0.26,8.6,45,0.00
273.665,-3.91,-11.08,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.12,1.58,3130,0.26,8.6,45,0.00
273.771,-3.91,-11.08,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,9.07,1.58,3104,0.22,8.6,45,0.00
273.852,-3.12,-11.08,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.92,1.58,3100,0.26,8.6,45,0.00
273.955,-3.12,-11.08,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.82,1.58,3022,0.22,8.6,44,0.00
274.060,-2.34,-11.09,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,3018,0.26,8.6,44,0.00
274.145,-2.34,-11.08,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.45,1.56,3066,0.25,8.6,44,0.00
274.248,-2.34,-11.08,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.77,1.58,3047,0.25,8.6,43,0.00
274.360,-1.56,-11.07,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.92,1.58,3037,0.22,8.6,43,0.00
274.444,-1.56,-11.07,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.92,1.58,2956,0.22,8.6,43,0.00
274.546,-1.56,-11.07,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.82,1.58,2946,0.22,8.6,43,0.00
274.650,-0.78,-11.07,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.68,1.56,2980,0.21,8.6,43,0.00
274.753,-0.78,-11.06,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.73,1.58,2954,0.20,8.6,43,0.00
274.840,-0.78,-11.03,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,2995,0.21,8.6,42,0.00
274.943,-0.78,-11.02,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.82,1.58,2932,0.17,8.2,42,0.00
275.040,0.00,-11.02,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.58,1.56,2906,0.17,8.2,42,0.00
275.123,0.00,-11.00,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.36,1.54,2866,0.15,8.2,42,0.00
275.226,0.00,-10.98,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.36,1.54,2844,0.14,8.2,41,0.00
275.332,0.00,-10.97,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.32,1.54,2831,0.12,8.2,41,0.00
275.438,0.00,-10.97,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.32,1.56,2796,0.12,8.2,40,0.00
275.521,0.78,-10.97,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.41,1.56,2788,0.12,8.2,40,0.00
275.621,0.78,-11.01,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.36,1.56,2753,0.17,8.2,40,0.00
275.726,0.78,-11.04,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,93,8.54,1.56,2750,0.20,8.2,40,0.00
275.811,0.78,-11.06,0.18,1.000,0.00,0.00,0.00,33.3,3,25.50,93,8.32,1.56,2697,0.94,8.6,39,41.57
275.915,0.78,-10.96,0.18,1.000,0.00,0.00,0.00,33.3,3,27.50,93,9.80,1.64,2742,1.07,10.2,39,41.57
276.019,0.78,-10.76,0.20,1.000,0.00,0.00,0.00,33.3,3,29.50,93,12.79,1.78,2724,1.76,12.5,39,41.57
276.104,0.78,-10.12,0.26,1.000,0.00,0.00,0.00,33.3,3,31.00,93,24.08,2.10,2678,4.04,18.0,39,41.57
276.207,0.00,-8.20,0.45,1.000,0.00,0.00,0.00,66.7,3,16.50,93,38.65,2.38,2720,6.23,23.1,39,44.31
276.313,0.00,-5.43,0.71,1.000,2.67,0.00,0.00,66.7,3,32.00,93,43.74,2.44,2663,5.13,23.9,39,44.31
276.420,-0.78,-4.21,0.84,1.000,3.32,0.00,0.00,66.7,3,31.00,93,44.04,2.46,2682,5.07,25.1,39,45.88
276.499,-0.78,-3.63,0.93,1.000,3.77,0.00,0.00,66.7,3,29.50,93,46.76,2.50,2666,5.06,25.9,39,46.27
276.605,-0.78,-3.15,0.99,1.000,4.15,0.00,0.00,66.7,3,29.50,93,48.37,2.52,2674,6.69,25.9,39,46.27
276.711,-1.56,-2.82,1.04,1.000,4.37,0.00,0.00,66.7,3,29.50,93,48.91,2.54,2682,7.25,25.9,39,46.67
276.790,0.00,-2.56,1.07,1.000,4.59,0.00,0.00,66.7,3,29.00,93,50.51,2.56,2696,7.65,26.3,39,54.90
276.896,0.00,-2.31,1.10,1.000,4.78,0.00,0.00,66.7,3,29.50,91,52.43,2.58,2624,8.99,26.7,39,55.29
277.005,0.00,-1.95,1.13,1.000,4.91,0.00,0.00,100.0,3,28.50,91,53.34,2.60,2728,9.27,27.1,39,55.29
277.083,0.00,-1.67,1.16,1.000,4.92,0.00,0.00,100.0,3,28.50,91,54.86,2.62,2689,11.08,27.5,39,56.08
277.190,0.00,-1.29,1.20,1.000,4.92,0.00,0.00,100.0,3,27.00,91,56.35,2.66,2730,11.98,27.8,39,56.47
277.297,0.00,-0.94,1.23,1.000,4.92,0.00,0.00,100.0,3,25.50,91,58.89,2.68,2708,11.51,27.8,39,56.08
277.394,0.00,-0.55,1.27,1.000,4.92,0.00,0.00,100.0,3,24.00,91,59.28,2.68,2732,11.32,27.8,39,56.08
277.483,0.00,-0.42,1.30,1.000,4.94,0.00,0.00,100.0,3,23.50,91,60.18,2.70,2717,9.37,27.1,39,55.29
277.586,0.00,-0.37,1.32,1.000,5.00,0.00,0.00,100.0,3,23.50,91,60.62,2.70,2746,7.85,26.7,39,54.90
277.685,0.00,-0.31,1.33,1.000,5.03,0.00,0.00,100.0,3,23.00,91,60.84,2.70,2728,5.57,26.3,39,54.51
277.774,0.00,-0.31,1.33,1.000,5.05,0.00,0.00,100.0,3,23.50,91,59.92,2.68,2752,4.10,25.5,40,45.88
277.879,0.00,-0.42,1.32,1.000,4.98,0.00,0.00,100.0,3,23.50,91,56.21,2.64,2740,-0.33,23.1,40,43.53
277.983,0.00,-1.17,1.25,1.000,4.92,0.00,0.00,100.0,3,27.00,91,52.37,2.60,2750,0.05,22.7,40,43.14
278.082,0.00,-1.58,1.19,1.000,4.92,0.00,0.00,100.0,3,28.00,91,52.53,2.58,2755,0.29,22.4,40,43.14
278.167,0.00,-1.80,1.16,1.000,4.92,0.00,0.00,100.0,3,29.50,90,52.23,2.58,2698,0.43,22.4,40,42.75
278.276,0.00,-1.91,1.14,1.000,4.92,0.00,0.00,66.7,3,29.50,90,48.23,2.50,2756,-1.97,19.6,40,41.18
278.375,0.00,-2.81,1.07,1.000,4.55,0.00,0.00,66.7,3,34.50,90,40.98,2.38,2746,-2.25,17.3,40,41.18
278.460,-0.78,-4.07,0.94,1.000,3.85,0.00,0.00,66.7,3,39.50,90,34.54,2.26,2806,-2.04,16.5,40,41.18
278.567,-0.78,-5.24,0.83,1.000,3.06,0.00,0.00,66.7,3,43.00,90,33.56,2.24,2750,-1.87,15.3,40,41.18
278.664,-0.78,-5.93,0.76,1.000,2.50,0.00,0.00,66.7,3,46.00,90,29.39,2.14,2726,-1.34,14.9,40,41.18
278.749,-1.56,-6.59,0.69,1.000,1.93,0.00,0.00,66.7,3,47.00,90,28.61,2.14,2718,-0.41,15.3,39,41.18
278.857,-1.56,-6.87,0.66,1.000,1.59,0.00,0.00,66.7,3,46.50,90,28.98,2.14,2729,-0.38,15.7,39,41.18
278.962,-2.34,-6.89,0.64,1.000,1.44,0.00,0.00,66.7,3,46.50,90,28.93,2.14,2701,-0.41,15.7,39,41.18
279.061,-2.34,-6.86,0.64,1.000,1.37,0.00,0.00,66.7,3,46.50,90,28.49,2.14,2709,-0.43,15.7,39,41.18
279.150,-2.34,-6.86,0.63,1.000,1.33,0.00,0.00,66.7,3,46.50,90,28.06,2.12,2688,-0.59,14.9,39,41.18
