Time (sec),A/F Learning 1 (%),Boost (PSI),Calculated Load (g/rev),Dyn. Adv. Mult (DAM),Dynamic Adv. (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),Throttle Pos. (%),Vehicle Speed (mph),Wastegate Duty (%)
101.527,3.12,-11.07,0.20,1.000,0.00,0.00,0.00,33.3,5,24.00,91,6.09,1.42,1831,-0.29,6.7,47,0.00
101.638,3.12,-11.01,0.20,1.000,0.00,0.00,0.00,33.3,5,24.00,91,6.06,1.42,1917,-0.23,6.7,47,0.00
101.734,3.12,-11.03,0.19,1.000,0.00,0.00,0.00,33.3,5,24.00,91,6.35,1.42,2014,-0.13,6.7,46,0.00
101.841,3.12,-11.15,0.19,1.000,0.00,0.00,0.00,33.3,4,24.00,91,6.28,1.42,2268,0.18,7.1,46,0.00
101.926,3.12,-11.28,0.18,1.000,0.00,0.00,0.00,33.3,4,24.00,91,6.87,1.46,2447,0.28,7.5,45,0.00
102.029,3.12,-11.28,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.42,1.50,2787,0.34,7.8,45,0.00
102.132,3.12,-11.32,0.16,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.06,1.54,3074,0.36,8.6,44,0.00
102.220,3.12,-11.42,0.16,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.49,1.56,3094,0.44,8.6,44,0.00
102.316,3.12,-11.41,0.16,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.82,1.56,2946,0.40,8.6,44,0.00
102.429,3.12,-11.34,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.68,1.56,3129,0.34,8.6,43,0.00
102.504,3.12,-11.37,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.54,1.56,2961,0.38,8.6,43,0.00
102.618,3.12,-11.35,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.54,1.56,2888,0.34,8.2,42,0.00
102.712,3.12,-11.32,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.45,1.54,2911,0.34,8.2,42,0.00
102.817,3.12,-11.32,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.28,1.54,2811,0.34,8.2,41,0.00
102.900,3.12,-11.31,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.28,1.54,2876,0.34,8.2,40,0.00
103.004,3.12,-11.31,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.15,1.54,2764,0.31,8.2,40,0.00
103.118,3.12,-11.28,0.17,1.000,0.00,0.00,0.00,33.3,3,24.00,91,8.11,1.54,2697,0.29,8.2,39,0.00
103.203,3.12,-11.24,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.98,1.52,2676,0.26,8.2,39,0.00
103.298,3.12,-11.25,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.89,1.52,2567,0.28,7.8,38,0.00
103.401,3.12,-11.28,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.85,1.52,2577,0.29,7.8,37,0.00
103.507,3.12,-11.25,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.67,1.52,2531,0.27,7.8,37,0.00
103.591,3.12,-11.25,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.50,1.50,2496,0.26,7.8,36,0.00
103.699,3.12,-11.28,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.46,1.50,2447,0.29,7.8,35,0.00
103.804,3.12,-11.28,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.42,1.50,2416,0.27,7.5,35,0.00
103.886,3.12,-11.27,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.37,1.48,2380,0.27,7.5,34,0.00
103.988,3.12,-11.25,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.16,1.48,2413,0.24,7.5,34,0.00
104.094,3.12,-11.23,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.33,1.48,2359,0.22,7.5,34,0.00
104.179,3.12,-11.23,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.16,1.48,2348,0.23,7.5,34,0.00
104.282,3.12,-11.20,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.16,1.48,2340,0.18,7.5,34,0.00
104.379,3.12,-11.19,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.16,1.48,2317,0.19,7.5,34,0.00
104.484,3.12,-11.21,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.09,1.48,2311,0.19,7.5,34,0.00
104.570,3.12,-11.21,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.02,1.48,2322,0.20,7.5,34,0.00
104.679,3.12,-11.23,0.18,1.000,0.00,0.00,0.00,33.3,3,24.00,91,7.05,1.48,2249,0.29,7.5,34,0.00
104.775,3.12,-11.23,0.18,1.000,0.00,0.00,0.00,33.3,3,25.50,91,8.50,1.58,2348,1.34,9.4,33,47.06
104.868,3.12,-10.90,0.21,1.000,0.00,0.00,0.00,33.3,3,27.00,91,13.92,1.80,2318,2.67,12.5,33,45.10
104.964,3.12,-10.02,0.29,1.000,0.00,0.00,0.00,33.3,3,28.50,91,16.02,1.86,2320,1.53,12.9,33,45.49
105.069,2.34,-9.44,0.36,1.000,0.00,0.00,0.00,33.3,3,30.50,91,18.43,1.94,2325,1.46,14.1,34,47.45
105.154,2.34,-8.75,0.42,1.000,0.00,0.00,0.00,33.3,3,32.50,91,20.38,2.00,2330,3.18,16.5,34,47.06
105.259,1.56,-8.17,0.13,1.000,0.00,0.00,0.00,66.7,3,31.00,91,31.54,2.22,2342,3.76,19.6,34,45.88
105.363,0.78,-6.42,0.68,1.000,2.09,0.00,0.00,66.7,3,25.00,91,41.26,2.42,2346,7.77,25.1,34,49.41
105.472,0.78,-3.97,0.89,1.000,3.74,0.00,0.00,66.7,3,24.00,91,45.70,2.48,2430,8.76,27.5,34,50.20
105.560,0.78,-2.84,1.05,1.000,4.52,0.00,0.00,66.7,3,22.50,91,49.22,2.54,2377,13.32,29.4,34,61.57
105.658,0.00,-1.89,1.15,1.000,4.93,0.00,0.00,100.0,3,21.50,90,50.88,2.54,2391,13.48,30.2,34,59.61
105.758,0.00,-1.43,1.21,1.000,4.93,0.00,0.00,100.0,3,20.50,90,51.38,2.56,2428,13.05,30.2,35,59.61
105.841,0.00,-1.20,1.25,1.000,4.92,0.00,0.00,100.0,3,20.50,90,51.65,2.56,2462,12.92,29.8,35,59.22
105.946,0.00,-1.02,1.27,1.000,4.92,0.00,0.00,100.0,3,21.00,90,53.65,2.60,2468,12.69,29.8,35,59.22
106.054,0.00,-0.81,1.29,1.000,4.92,0.00,0.00,100.0,3,20.50,90,54.69,2.62,2555,12.50,29.8,35,58.82
106.153,0.00,-0.57,1.32,1.000,4.97,0.00,0.00,100.0,3,20.50,90,56.37,2.64,2513,12.24,29.8,36,58.43
106.242,0.00,-0.36,1.34,1.000,5.06,0.00,0.00,100.0,3,21.00,90,57.86,2.66,2548,12.10,29.8,37,58.43
106.339,0.00,-0.13,1.36,1.000,5.18,0.00,0.00,100.0,3,21.00,90,58.93,2.68,2564,11.82,29.8,37,58.04
106.446,0.00,0.06,1.39,1.000,5.28,0.00,0.00,100.0,3,20.50,90,61.68,2.72,2613,11.43,29.4,37,57.65
106.534,0.00,0.20,1.42,1.000,5.42,0.00,0.00,100.0,3,20.50,90,63.29,2.72,2634,11.20,28.6,38,57.25
106.637,0.00,0.28,1.44,1.000,5.48,0.00,0.00,100.0,3,20.50,90,62.37,2.70,2665,7.78,27.5,39,55.29
106.743,0.00,0.03,1.43,1.000,5.41,0.00,0.00,100.0,3,21.00,90,60.99,2.70,2630,3.58,26.3,39,45.88
106.830,0.00,-0.24,1.40,1.000,5.30,0.00,0.00,100.0,3,21.50,88,62.14,2.70,2738,3.82,26.7,39,45.49
106.923,0.00,-0.18,1.40,1.000,5.32,0.00,0.00,100.0,3,22.00,88,64.66,2.74,2701,4.48,26.7,40,45.49
107.031,0.00,0.04,1.42,1.000,5.40,0.00,0.00,100.0,3,20.00,88,65.81,2.76,2791,5.76,27.5,40,53.73
107.130,0.00,0.23,1.44,1.000,4.07,-1.40,0.00,100.0,3,20.50,88,66.72,2.76,2844,5.67,27.1,40,53.73
107.215,0.00,0.38,1.44,1.000,5.48,0.00,0.00,100.0,3,22.00,88,66.72,2.76,2846,1.16,26.3,41,44.71
107.320,0.00,0.22,1.42,1.000,5.38,0.00,0.00,100.0,3,22.00,88,63.52,2.72,2937,-0.15,24.7,42,43.92
107.429,0.00,-0.31,1.37,1.000,5.16,0.00,0.00,100.0,3,23.50,88,62.43,2.70,2931,0.30,24.7,42,43.53
107.511,0.00,-0.54,1.33,1.000,5.02,0.00,0.00,100.0,3,24.50,88,63.41,2.72,2904,0.35,25.1,42,43.53
107.618,0.00,-0.57,1.31,1.000,4.98,0.00,0.00,100.0,3,25.00,88,64.11,2.74,2982,0.40,25.1,43,43.53
107.714,0.00,-0.51,1.31,1.000,4.97,0.00,0.00,100.0,3,25.00,88,59.75,2.66,2990,-1.25,21.2,43,40.78
107.809,0.00,-1.55,1.20,1.000,4.92,0.00,0.00,100.0,3,30.50,88,49.07,2.52,3063,-2.76,20.0,43,40.78
107.906,0.00,-3.01,1.06,1.000,4.54,0.00,0.00,66.7,3,35.50,88,46.74,2.50,3036,-0.89,20.4,43,40.78
108.012,-0.78,-3.69,0.98,1.000,4.15,0.00,0.00,66.7,3,38.00,88,48.45,2.52,3051,-0.80,20.8,44,40.78
108.111,-0.78,-3.74,0.97,1.000,4.08,0.00,0.00,66.7,3,38.50,88,48.40,2.52,3076,-0.36,20.8,44,40.78
108.199,-0.78,-3.93,0.96,1.000,4.03,0.00,0.00,66.7,3,39.00,88,47.99,2.52,3080,-0.59,20.8,44,40.78
108.298,-1.56,-4.02,0.95,1.000,3.94,0.00,0.00,66.7,3,39.50,88,47.32,2.50,3094,-0.45,20.8,45,40.78
108.405,-1.56,-4.16,0.93,1.000,3.87,0.00,0.00,66.7,3,40.00,88,47.81,2.50,3115,-0.34,20.8,45,40.78
108.484,-2.34,-4.27,0.92,1.000,3.79,0.00,0.00,66.7,3,40.50,88,48.58,2.52,3159,0.27,21.6,45,40.78
108.597,-2.34,-4.24,0.92,1.000,3.82,0.00,0.00,66.7,3,40.50,88,48.87,2.52,3163,-0.12,21.2,45,40.78
108.703,-2.34,-4.24,0.92,1.000,3.79,0.00,0.00,66.7,3,40.50,88,47.37,2.50,3170,-0.02,21.2,45,40.78
108.798,-3.12,-4.35,0.91,1.000,3.69,0.00,0.00,66.7,3,41.00,88,46.77,2.50,3168,-0.20,21.2,45,40.78
108.887,-3.12,-4.43,0.90,1.000,3.61,0.00,0.00,66.7,3,41.00,88,47.83,2.50,3248,0.13,21.6,46,40.78
108.992,-3.12,-4.39,0.90,1.000,3.61,0.00,0.00,66.7,3,41.00,88,48.29,2.50,3139,0.11,21.2,46,40.78
109.091,-3.12,-4.44,0.90,1.000,3.62,0.00,0.00,66.7,3,41.00,88,46.78,2.48,3148,-0.08,21.2,46,40.78
109.173,-3.91,-4.56,0.89,1.000,3.52,0.00,0.00,66.7,3,41.50,88,46.79,2.48,3223,-0.04,21.2,46,40.78
109.281,-3.91,-4.66,0.88,1.000,3.47,0.00,0.00,66.7,3,41.50,88,47.55,2.50,3220,0.57,21.6,47,40.78
109.389,-3.91,-4.53,0.89,1.000,3.56,0.00,0.00,66.7,3,41.50,88,48.90,2.52,3246,0.46,22.0,47,40.78
109.477,-3.91,-4.42,0.90,1.000,3.65,0.00,0.00,66.7,3,41.00,88,48.58,2.52,3250,0.57,22.0,47,40.78
109.574,-3.91,-4.36,0.90,1.000,3.66,0.00,0.00,66.7,3,41.00,88,50.73,2.54,3314,0.69,22.4,47,40.78
109.678,-3.91,-4.18,0.92,1.000,3.79,0.00,0.00,66.7,3,41.00,88,51.50,2.56,3258,0.54,22.4,47,40.78
109.778,-3.91,-4.08,0.93,1.000,3.89,0.00,0.00,66.7,3,40.50,88,51.34,2.56,3218,0.48,22.4,47,40.78
109.862,-3.91,-4.01,0.94,1.000,3.92,0.00,0.00,66.7,3,40.50,88,51.18,2.56,3270,0.09,22.0,47,40.78
109.970,-3.12,-4.03,0.94,1.000,3.90,0.00,0.00,66.7,3,41.00,88,50.40,2.54,3300,-0.11,22.0,47,40.78
110.069,-3.12,-4.14,0.93,1.000,3.82,0.00,0.00,66.7,3,41.00,88,49.93,2.54,3307,0.05,22.0,47,40.78
110.152,-3.12,-4.24,0.92,1.000,3.77,0.00,0.00,66.7,3,41.00,88,50.72,2.54,3303,0.35,22.0,48,40.78
110.259,-3.12,-4.23,0.92,1.000,3.81,0.00,0.00,66.7,3,41.00,88,54.79,2.62,3274,1.03,23.5,48,41.18
110.365,-3.12,-3.69,0.96,1.000,4.05,0.00,0.00,66.7,3,39.50,88,54.45,2.62,3377,0.44,23.1,48,41.18
110.454,-3.12,-3.56,0.97,1.000,4.10,0.00,0.00,66.7,3,40.00,88,51.92,2.56,3320,-0.33,22.0,48,40.78
110.547,-2.34,-3.92,0.94,1.000,3.91,0.00,0.00,66.7,3,41.00,88,48.42,2.52,3335,-0.21,21.6,48,40.78
110.651,-3.12,-4.37,0.91,1.000,3.68,0.00,0.00,66.7,3,41.50,88,49.64,2.54,3390,-0.10,22.0,48,40.78
110.760,-3.12,-4.40,0.91,1.000,3.71,0.00,0.00,66.7,3,41.50,88,52.14,2.58,3353,0.60,22.7,48,40.78
110.839,-3.12,-4.09,0.93,1.000,3.90,0.00,0.00,66.7,3,40.50,88,54.48,2.62,3332,0.66,22.7,48,40.78
110.946,-3.12,-3.85,0.96,1.000,4.01,0.00,0.00,66.7,3,40.00,88,53.05,2.58,3278,0.16,22.4,48,40.78
111.053,-2.34,-3.90,0.95,1.000,4.00,0.00,0.00,66.7,3,40.50,88,52.90,2.58,3330,0.46,22.7,48,41.18
111.131,-2.34,-3.86,0.96,1.000,4.02,0.00,0.00,66.7,3,40.00,88,54.15,2.60,3353,0.11,22.7,48,40.78
111.239,-2.34,-3.77,0.96,1.000,4.05,0.00,0.00,66.7,3,40.00,88,53.05,2.58,3344,0.10,22.4,48,40.78
111.346,-2.34,-3.84,0.95,1.000,4.00,0.00,0.00,66.7,3,40.50,88,52.90,2.58,3352,0.19,22.4,48,40.78
111.450,-2.34,-3.90,0.95,1.000,3.99,0.00,0.00,66.7,3,40.50,90,52.59,2.58,3341,0.23,22.4,48,40.78
111.538,-2.34,-3.94,0.95,1.000,3.96,0.00,0.00,66.7,3,40.50,90,52.59,2.58,3359,-0.33,21.6,48,40.78
111.636,0.00,-4.06,0.94,1.000,3.89,0.00,0.00,66.7,3,41.00,90,49.63,2.52,3328,-0.52,21.2,48,40.78
111.735,0.00,-4.35,0.91,1.000,3.68,0.00,0.00,66.7,3,41.50,90,49.19,2.52,3332,-0.39,21.2,48,40.78
111.821,-0.78,-4.58,0.89,1.000,3.54,0.00,0.00,66.7,3,42.00,90,46.94,2.48,3350,-1.75,19.6,48,41.18
111.929,-0.78,-5.15,0.84,1.000,3.11,0.00,0.00,66.7,3,43.00,90,40.10,2.38,3388,-1.66,18.0,48,41.18
112.028,-0.78,-6.05,0.76,1.000,2.50,0.00,0.00,66.7,3,44.00,90,36.91,2.30,3276,-1.72,16.5,48,41.18
112.115,-1.56,-6.84,0.69,1.000,1.94,0.00,0.00,66.7,3,45.00,90,32.22,2.20,3374,-1.63,15.7,48,41.18
112.218,-1.56,-7.48,0.62,1.000,1.05,0.00,0.00,66.7,3,45.00,90,28.42,2.12,3266,-1.56,14.1,48,41.18
112.319,-2.34,-8.18,0.54,1.000,0.09,0.00,0.00,66.7,3,45.00,90,23.36,2.02,3292,-1.49,12.5,48,41.18
112.424,-2.34,-8.90,0.45,1.000,0.00,0.00,0.00,33.3,3,45.00,90,17.63,1.88,3276,-1.11,11.4,47,41.18
112.512,-2.34,-9.65,0.36,1.000,0.00,0.00,0.00,33.3,3,45.00,90,16.58,1.86,3212,-0.63,11.4,47,41.18
112.619,-2.34,-9.98,0.33,1.000,0.00,0.00,0.00,33.3,3,45.00,90,16.29,1.84,3230,-0.26,11.4,47,41.18
112.718,-3.12,-10.11,0.31,1.000,0.00,0.00,0.00,33.3,3,45.00,90,16.29,1.84,3236,-0.17,11.4,47,41.18
112.798,-3.12,-10.16,0.30,1.000,0.00,0.00,0.00,33.3,3,45.00,90,16.23,1.84,3204,-0.17,11.4,47,41.18
112.905,-3.12,-10.20,0.30,1.000,0.00,0.00,0.00,33.3,3,45.00,90,16.25,1.84,3223,0.22,12.2,47,41.18
113.012,-3.12,-10.10,0.31,1.000,0.00,0.00,0.00,33.3,3,45.00,91,19.00,1.94,3200,0.32,13.7,47,41.18
113.096,-3.91,-9.68,0.34,1.000,0.00,0.00,0.00,33.3,3,45.00,91,23.73,2.04,3227,1.64,15.7,46,41.18
113.195,-3.91,-8.92,0.44,1.000,0.00,0.00,0.00,66.7,3,45.00,91,32.77,2.24,3243,1.47,18.0,46,41.18
113.303,-3.91,-7.75,0.55,1.000,0.42,0.00,0.00,66.7,3,45.00,91,34.57,2.26,3158,0.38,18.0,46,41.18
113.402,-3.91,-7.30,0.62,1.000,1.16,0.00,0.00,66.7,3,45.00,91,35.92,2.30,3246,1.26,20.4,46,41.18
113.491,-4.69,-6.68,0.68,1.000,1.97,0.00,0.00,66.7,3,44.50,91,42.93,2.42,3170,1.56,21.2,46,41.18
113.597,-4.69,-5.81,0.75,1.000,2.50,0.00,0.00,66.7,3,44.00,91,40.12,2.38,3172,0.68,20.4,45,41.18
113.697,-4.69,-5.91,0.76,1.000,2.59,0.00,0.00,66.7,3,43.50,91,41.80,2.40,3169,1.19,21.2,45,41.18
113.777,-4.69,-5.57,0.78,1.000,2.75,0.00,0.00,66.7,3,43.00,91,42.62,2.42,3169,1.25,21.2,45,41.18
113.884,-4.69,-5.36,0.80,1.000,2.92,0.00,0.00,66.7,3,42.50,91,46.67,2.50,3152,3.62,23.9,45,42.75
113.989,-4.69,-4.52,0.88,1.000,3.55,0.00,0.00,66.7,3,40.50,91,53.24,2.60,3162,4.00,25.5,45,43.92
114.094,-4.69,-3.55,0.96,1.000,4.09,0.00,0.00,66.7,3,38.50,91,54.44,2.62,3152,2.92,25.5,45,43.92
114.182,-4.69,-3.09,1.01,1.000,4.32,0.00,0.00,100.0,3,37.50,91,54.88,2.62,3179,2.76,25.5,45,43.92
114.281,-3.91,-2.87,1.03,1.000,4.46,0.00,0.00,100.0,3,36.50,91,56.43,2.64,3193,2.89,25.9,46,44.31
114.381,-3.91,-2.62,1.06,1.000,4.60,0.00,0.00,100.0,3,35.50,91,58.26,2.68,3248,2.72,25.9,46,44.31
114.469,-3.91,-2.37,1.09,1.000,4.78,0.00,0.00,100.0,3,34.00,91,59.84,2.68,3258,2.36,25.9,46,44.31
114.569,-3.91,-2.22,1.11,1.000,4.88,0.00,0.00,100.0,3,34.00,91,59.60,2.70,3153,2.02,25.5,46,43.92
114.675,-3.12,-2.16,1.13,1.000,4.92,0.00,0.00,100.0,3,33.50,91,62.11,2.70,3234,2.37,26.3,47,44.31
114.759,-3.12,-1.85,1.16,1.000,4.92,0.00,0.00,100.0,3,31.00,93,67.09,2.76,3218,4.06,27.5,47,45.49
114.866,-3.12,-1.17,1.23,1.000,4.92,0.00,0.00,100.0,3,28.50,93,69.25,2.80,3227,3.62,27.5,47,45.49
114.965,-3.12,-0.83,1.27,1.000,4.92,0.00,0.00,100.0,3,28.00,93,68.29,2.78,3247,1.46,26.7,47,44.71
